rank,GID_3,NAME_3,NAME_2,NAME_1,TYPE_3,cells,risk_mean,risk_max,risk_p75,risk_p90,risk_p95,class_max,class_3plus_cells,class_3plus_pct,risk_mean_norm,risk_max_norm,risk_p75_norm,risk_p90_norm,risk_p95_norm
499,THA.23.1.4_1,MaeNgao,KhunYuam,MaeHongSon,Tambon,31905,0.34261786937713623,0.5134223103523254,0.35768190026283264,0.3784496784210205,0.3992784023284912,3,232,0.7271587525466228,0.12992473570722002,0.7356883006191713,0.1833498164554935,0.25700342440958557,0.3308731784670284
500,THA.20.4.2_1,Li,Li,Lamphun,Tambon,20797,0.3411526381969452,0.512089192867279,0.3528881371021271,0.3782885670661926,0.40472838282585144,3,44,0.21156897629465787,0.12472824515893503,0.730960355633798,0.16634857781677215,0.2564320376933438,0.3502017134625623
501,THA.11.11.8_1,NangLae,MuangChiangRai,ChiangRai,Tambon,42391,0.33162304759025574,0.5109410881996155,0.3467593491077423,0.37818601727485657,0.40406012535095215,3,154,0.36328465947960653,0.09093123879832067,0.7268885646873496,0.1446126297180493,0.2560683414871676,0.3478317163596599
502,THA.47.5.2_1,HuaiRong,RongKwang,Phrae,Tambon,17665,0.33890095353126526,0.5103425979614258,0.35591599345207214,0.3781348168849945,0.40011361241340637,3,56,0.3170110387772431,0.116742571470638,0.724765999382953,0.17708696989903916,0.25588675762136975,0.3338352784897211
503,THA.10.10.3_1,OnNuea,K.MaeOn,ChiangMai,Tambon,11879,0.3319196403026581,0.4923551380634308,0.35262978076934814,0.3781242072582245,0.40147387981414795,3,46,0.3872379829952016,0.09198311460298929,0.6609728815383007,0.16543230858941363,0.25584913023125094,0.3386595115436288
504,THA.32.9.1_1,BuaYai,NaNoi,Nan,Tambon,9451,0.33637404441833496,0.49164968729019165,0.35123470425605774,0.3780711591243744,0.4022428095340729,3,22,0.23277960004232356,0.10778080523249024,0.6584709771801506,0.16048462387354323,0.2556609932806571,0.34138654607299523
505,THA.47.5.1_1,BanWiang,RongKwang,Phrae,Tambon,14345,0.3381407856941223,0.4809403419494629,0.3577285706996918,0.3779661953449249,0.3952188491821289,3,75,0.5228302544440572,0.11404661124659438,0.620489931872228,0.18351533469404968,0.2552887357862798,0.31647583978045896
506,THA.32.14.3_1,Pon,ThungChang,Nan,Tambon,15884,0.3385329842567444,0.5238094329833984,0.3541213274002075,0.3779314160346985,0.4030129313468933,3,147,0.9254595819692772,0.11543755634199619,0.7725265724946103,0.17072212774858309,0.25516538981923315,0.34411780839900424
507,THA.11.16.4_1,WiangNuea,WiangChai,ChiangRai,Tambon,9197,0.3285900950431824,0.48301804065704346,0.34394919872283936,0.3779168128967285,0.39665472507476807,3,29,0.31532021311297165,0.08017477288540674,0.6278585586405435,0.13464633899762957,0.2551135993103618,0.32156822083642095
508,THA.20.4.3_1,MaeLan,Li,Lamphun,Tambon,17485,0.34108614921569824,0.49312499165534973,0.35548409819602966,0.3778926134109497,0.4024380147457123,3,17,0.09722619388046898,0.12449243980119631,0.6637031926100652,0.17555523917544014,0.25502777503851787,0.34207884777321423
509,THA.10.14.7_1,MaeHoPhra,MaeTaeng,ChiangMai,Tambon,12163,0.34280920028686523,0.48569297790527344,0.35613539814949036,0.37782588601112366,0.4035504460334778,3,8,0.0657732467318918,0.1306032970683507,0.637345311526781,0.17786509587110208,0.25479112412145066,0.34602412190513393
510,THA.11.6.2_1,ChanChawaTai,MaeChan,ChiangRai,Tambon,5220,0.327228844165802,0.4818447530269623,0.34243035316467285,0.3776944577693939,0.39645716547966003,3,5,0.09578544061302681,0.07534705189926894,0.6236974554900212,0.12925970329534553,0.2543250095416085,0.3208675692378329
511,THA.32.1.3_1,PaKhaLuang,BanLuang,Nan,Tambon,4175,0.33710235357284546,0.45282527804374695,0.3519023060798645,0.3776586353778839,0.39853760600090027,3,4,0.09580838323353294,0.11036377759126148,0.5207789334812216,0.16285229568829215,0.25419796425249963,0.3282459199384264
512,THA.11.9.1_1,BanDai,MaeSai,ChiangRai,Tambon,2773,0.3343912959098816,0.4793972373008728,0.3476161062717438,0.37763872742652893,0.3995203673839569,3,2,0.0721240533717995,0.10074892246675446,0.6150172605082678,0.14765114716505626,0.25412736004856895,0.3317313154905518
513,THA.19.2.7_1,WoKaeo,HangChat,Lampang,Tambon,11351,0.33803772926330566,0.47751396894454956,0.3526136875152588,0.37761005759239197,0.4061700105667114,3,33,0.29072328429213284,0.11368111822684518,0.6083381873723536,0.16537523333473908,0.2540256815393154,0.3553144936373246
514,THA.41.9.1_1,Khuan,Pong,Phayao,Tambon,49726,0.33447161316871643,0.5092445015907288,0.3536955416202545,0.37752920389175415,0.3997192680835724,3,190,0.38209387443188675,0.10103377026554684,0.7208715645056601,0.16921206448277717,0.25373893123203384,0.3324367233603627
515,THA.23.1.1_1,NA,KhunYuam,MaeHongSon,Tambon,43132,0.33278220891952515,0.5467327237129211,0.3537314534187317,0.3774168789386749,0.3975859582424164,3,305,0.7071315960307892,0.09504224255862871,0.853824776642861,0.16933942685663425,0.25334056709338876,0.32487086987867175
516,THA.47.1.5_1,SaiYoi,DenChai,Phrae,Tambon,25114,0.33566445112228394,0.4980359375476837,0.35374975204467773,0.3772552013397217,0.40047359466552734,3,45,0.17918292585808712,0.10526420928100716,0.68112002365875,0.16940432353509752,0.2527671721737417,0.3351119673808578
517,THA.32.6.3_1,NamPai,MaeCharim,Nan,Tambon,5593,0.3377209007740021,0.48807284235954285,0.35018667578697205,0.37718266248703003,0.4029782712459564,3,7,0.1251564455569462,0.11255747557416913,0.6457855790490692,0.15676775645523772,0.252509910748042,0.34399488521162186
518,THA.20.5.3_1,ThaPlaDuk,MaeTha,Lamphun,Tambon,13697,0.34096455574035645,0.5125807523727417,0.3555489480495453,0.3771730065345764,0.4016745984554291,3,11,0.08030955683726364,0.12406120454365532,0.7327036875793571,0.17578523131279533,0.2524756655952373,0.33937136680331964
519,THA.10.11.2_1,MaeAi,MaeAi,ChiangMai,Tambon,9274,0.329568088054657,0.49680474400520325,0.3476802706718445,0.377135694026947,0.40199148654937744,3,21,0.22643950830278198,0.0836432572509619,0.6767535552863154,0.14787870831934197,0.25234333556032523,0.3404952208458278
520,THA.10.18.2_1,KhueanPhak,Phrao,ChiangMai,Tambon,14719,0.3372746706008911,0.4873700737953186,0.3552364110946655,0.37713006138801575,0.40309956669807434,3,48,0.3261091106732794,0.11097490559594335,0.6432931872333647,0.1746768087280325,0.25232335922118915,0.3444250635200022
521,THA.20.4.4_1,MaeTuen,Li,Lamphun,Tambon,23614,0.340298056602478,0.491051584482193,0.3511023223400116,0.37711864709854126,0.4045224189758301,3,18,0.07622596764631151,0.12169744344080076,0.6563497859096628,0.16001512705638707,0.2522828780683366,0.3494712558976442
522,THA.11.17.6_1,Wiang,WiangPaPao,ChiangRai,Tambon,15219,0.3339652121067047,0.49382635951042175,0.35074949264526367,0.3769870400428772,0.40197858214378357,3,42,0.27597082594125766,0.09923780225178791,0.6661906167647146,0.15876380494510575,0.25181612931899816,0.3404494549471721
523,THA.23.1.5_1,MaeYuamNoi,KhunYuam,MaeHongSon,Tambon,21098,0.3247619569301605,0.5069866180419922,0.3495158553123474,0.3768603503704071,0.3940763473510742,3,98,0.46449900464499,0.066598155222074,0.7128639062748218,0.15438866958955388,0.2513668202308102,0.3124239194782307
524,THA.19.10.1_1,SoemKhwa,SoemNgam,Lampang,Tambon,26271,0.3402455747127533,0.4865804612636566,0.35478097200393677,0.3768400251865387,0.40151286125183105,3,83,0.31593772600966846,0.12151131469361211,0.6404928004322499,0.17306157902074296,0.2512947362980546,0.33879776049384047
525,THA.19.7.2_1,BanKha,MuangLampang,Lampang,Tambon,13222,0.34109655022621155,0.49299386143684387,0.35464295744895935,0.376752108335495,0.40110957622528076,3,43,0.3252155498411738,0.12452932732690264,0.6632381349793837,0.1725721058644507,0.25098293629566587,0.33736749688966283
526,THA.11.8.3_1,ChomMokKaeo,MaeLao,ChiangRai,Tambon,5346,0.33133429288864136,0.4900906980037689,0.34267181158065796,0.37674713134765625,0.4030532240867615,3,12,0.22446689113355783,0.0899071607565769,0.6529419704259283,0.1301160435052958,0.2509652852446832,0.3442607079255227
527,THA.32.10.9_1,SilaLaeng,Pua,Nan,Tambon,2360,0.3367874324321747,0.4399011433124542,0.34980571269989014,0.37662366032600403,0.40079906582832336,2,0,0.0,0.10924689941321354,0.4749430647910892,0.15541665834319202,0.2505273912074302,0.33626626155919237
528,THA.19.9.9_1,PongTao,Ngao,Lampang,Tambon,15894,0.3342835307121277,0.49423736333847046,0.35072511434555054,0.3765782117843628,0.40608054399490356,3,21,0.13212533031332577,0.10036672965026715,0.6676482553521528,0.15867734650376544,0.2503662064604326,0.3549971974993006
529,THA.41.9.3_1,Ngim,Pong,Phayao,Tambon,16337,0.33793652057647705,0.48355183005332947,0.35316646099090576,0.3765224814414978,0.40050238370895386,3,12,0.07345289832894657,0.11332217829189194,0.6297516602821652,0.16733566263789354,0.250168556967393,0.3352140686697756
530,THA.10.17.1_1,NA,Omkoi,ChiangMai,Tambon,151566,0.325876384973526,0.5349181294441223,0.3499371409416199,0.37640970945358276,0.39573463797569275,3,894,0.5898420490083528,0.07055051091337002,0.8119239296777901,0.15588277292303412,0.24976860740500695,0.3183051016927781
531,THA.10.14.1_1,NA,MaeTaeng,ChiangMai,Tambon,18380,0.3349584639072418,0.536324143409729,0.35212182998657227,0.3762151896953583,0.401178777217865,3,46,0.250272034820457,0.10276040241436783,0.816910404427856,0.16363084444001935,0.24907873668785743,0.3376129204847634
532,THA.10.2.5_1,MueangNgai,ChiangDao,ChiangMai,Tambon,12829,0.33853018283843994,0.4946420192718506,0.35355207324028015,0.37620702385902405,0.40042844414711,3,60,0.46769038896250686,0.11542762101988618,0.6690833809224693,0.16870324915684523,0.24904977628085592,0.3349518395830209
533,THA.75.1.2_1,BoBia,BanKhok,Uttaradit,Tambon,46221,0.3408374786376953,0.49525195360183716,0.3557358682155609,0.3761690855026245,0.3999517858028412,3,195,0.42188615564353865,0.12361052142155857,0.6712465330746344,0.17644814982634854,0.2489152266527065,0.33326135509549376
534,THA.10.2.4_1,MueangNa,ChiangDao,ChiangMai,Tambon,65966,0.3350030779838562,0.5222386717796326,0.35234692692756653,0.3760536313056946,0.3967779576778412,3,312,0.472970924415608,0.10291862770371558,0.7669558162485428,0.1644291581410505,0.24850576454787468,0.3220052693143455
535,THA.32.6.4_1,NamPhang,MaeCharim,Nan,Tambon,40894,0.3327368199825287,0.5147277116775513,0.3542504906654358,0.37603986263275146,0.3935009837150574,3,245,0.5991098938719617,0.09488126920146328,0.7403179493326053,0.1711802095148043,0.24845693349665313,0.31038337342869976
536,THA.10.18.4_1,MaePang,Phrao,ChiangMai,Tambon,28670,0.335269570350647,0.49273014068603516,0.3537319302558899,0.3760148584842682,0.40045469999313354,3,124,0.43250784792465996,0.10386375164315959,0.6623028406671336,0.16934111797529128,0.24836825546207544,0.3350449568040732
537,THA.32.1.4_1,Suat,BanLuang,Nan,Tambon,6986,0.33531689643859863,0.4725390672683716,0.3482016921043396,0.37598899006843567,0.3964177966117859,3,12,0.17177211565989123,0.10403159516986916,0.5906945350337954,0.14972794657079716,0.24827651227493192,0.3207279462537124
538,THA.75.1.3_1,MuangChetTon,BanKhok,Uttaradit,Tambon,20186,0.3417204022407532,0.4966428577899933,0.35400086641311646,0.3759610652923584,0.4023994207382202,3,56,0.27741999405528583,0.12674183900486968,0.6761794205022559,0.1702949088978525,0.24817747613858,0.34194197285691136
539,THA.11.6.7_1,SiKham,MaeChan,ChiangRai,Tambon,7886,0.33218955993652344,0.4942842125892639,0.3462362289428711,0.37577348947525024,0.40126174688339233,3,22,0.2789753994420492,0.09294039345778064,0.6678144077602053,0.14275736685637846,0.24751223233687336,0.3379071751310855
540,THA.19.9.4_1,BanRong,Ngao,Lampang,Tambon,29064,0.334350049495697,0.5074329376220703,0.3526078462600708,0.37555643916130066,0.39630126953125,3,121,0.4163225984035232,0.10060264070292192,0.7144467933377958,0.16535451713119054,0.2467424562631795,0.3203146791319023
541,THA.11.10.3_1,PaDaet,MaeSuai,ChiangRai,Tambon,22493,0.3355836570262909,0.49228158593177795,0.3522670269012451,0.3755188286304474,0.4005272686481476,3,77,0.3423287244920642,0.10497767036355775,0.6607120264854548,0.16414579007108301,0.24660906927910678,0.335302323924689
542,THA.47.8.2_1,MaePhung,WangChin,Phrae,Tambon,15834,0.3371279537677765,0.5102300047874451,0.34987393021583557,0.37550103664398193,0.4038920998573303,3,18,0.11367942402425162,0.11045456952416043,0.7243666839900634,0.15565859400606244,0.24654596941421658,0.34723580842289126
543,THA.75.1.1_1,BanKhok,BanKhok,Uttaradit,Tambon,12984,0.33815085887908936,0.49194175004959106,0.35193145275115967,0.3754934072494507,0.39994972944259644,3,14,0.10782501540357362,0.114082336128224,0.6595067873575774,0.16295566531620273,0.2465189115157042,0.33325406214628533
544,THA.32.1.1_1,BanFa,BanLuang,Nan,Tambon,15567,0.33389151096343994,0.4801000952720642,0.3525356650352478,0.37545245885849,0.3978792130947113,3,22,0.14132459690370658,0.09897641872436172,0.6175099694087205,0.1650985240444836,0.24637368670103232,0.3259109078527412
545,THA.32.14.4_1,ThungChang,ThungChang,Nan,Tambon,18345,0.3288416266441345,0.5319942831993103,0.35240569710731506,0.3752593398094177,0.3916877210140228,3,75,0.4088307440719542,0.08106683797698662,0.8015544128525863,0.16463758851552865,0.2456887836449378,0.3039525776506197
546,THA.32.15.3_1,Khueng,WiangSa,Nan,Tambon,10154,0.34208452701568604,0.49845215678215027,0.3529481887817383,0.3751104772090912,0.40193337202072144,3,68,0.6696868229269254,0.12803321948933924,0.6825961588564994,0.16656155307264106,0.2451608375391983,0.34028911575950305
547,THA.10.18.7_1,PaTum,Phrao,ChiangMai,Tambon,10932,0.3328712582588196,0.49482080340385437,0.3521042466163635,0.3749028146266937,0.39576399326324463,3,41,0.37504573728503476,0.09535805896782784,0.669717444723937,0.1635684844395416,0.24442435536406457,0.31840921118510107
548,THA.11.13.6_1,MuangKham,Phan,ChiangRai,Tambon,4794,0.32830342650413513,0.47717350721359253,0.3427947163581848,0.3749021887779236,0.39326921105384827,3,4,0.08343763037129745,0.07915809348778743,0.6071307286512388,0.13055192933914359,0.24442213577082722,0.30956138406647027
549,THA.11.2.1_1,BanSaeo,ChiangSaen,ChiangRai,Tambon,16719,0.330926775932312,0.5002263188362122,0.34911394119262695,0.37469810247421265,0.3976227343082428,3,39,0.2332675399246366,0.0884618884743182,0.6888882829047035,0.1529632679515152,0.24369833698562116,0.3250012974050947
550,THA.10.10.2_1,MaeTha,K.MaeOn,ChiangMai,Tambon,12217,0.33862459659576416,0.49310392141342163,0.35419344902038574,0.3745690584182739,0.39851996302604675,3,10,0.08185315543914218,0.11576246251397683,0.6636284663044079,0.17097790944545788,0.24324067799906418,0.3281833485481165
551,THA.11.17.5_1,SanSali,WiangPaPao,ChiangRai,Tambon,43958,0.3311602473258972,0.5130723714828491,0.35130971670150757,0.37452229857444763,0.3971961736679077,3,253,0.5755493880522317,0.08928990244676333,0.7344472309147483,0.16075065797727622,0.24307484267575982,0.3234884860714711
552,THA.10.18.1_1,BanPong,Phrao,ChiangMai,Tambon,3499,0.33701398968696594,0.48043060302734375,0.3490217924118042,0.37447065114974976,0.40589988231658936,3,4,0.11431837667905116,0.11005039216513182,0.6186821260278699,0.1526364592710454,0.24289167338622095,0.3543564749181208
553,THA.10.6.1_1,MaeNgon,Fang,ChiangMai,Tambon,16312,0.32815366983413696,0.5048195123672485,0.345025897026062,0.3744182884693146,0.39903512597084045,3,28,0.17165277096615988,0.07862697653456599,0.7051781947583143,0.1384648849251886,0.24270596741869657,0.33001039086719824
554,THA.32.9.4_1,NamTok,NaNoi,Nan,Tambon,12565,0.3387959897518158,0.4779592454433441,0.3507188558578491,0.37430840730667114,0.4021022617816925,3,19,0.15121368881814565,0.11637031397626071,0.6099173751132653,0.158655150571392,0.2423162702631687,0.3408880888488376
555,THA.10.18.3_1,LongKhot,Phrao,ChiangMai,Tambon,29998,0.33682310581207275,0.49557211995124817,0.3531360626220703,0.37413129210472107,0.3962101638317108,3,63,0.21001400093339553,0.1093734162277421,0.6723820135579096,0.1672278538235083,0.24168812537700055,0.31999156977349474
556,THA.23.4.4_1,MokChampae,MuangMaeHongSon,MaeHongSon,Tambon,21367,0.32401755452156067,0.5061519145965576,0.34779998660087585,0.3740054666996002,0.3930758535861969,3,87,0.4071699349464127,0.06395810760862822,0.7099036030657022,0.14830328479717092,0.24124188144137848,0.30887563545104724
557,THA.19.8.2_1,BanKho,MueangPan,Lampang,Tambon,24370,0.3364744186401367,0.49209117889404297,0.35167527198791504,0.3739658296108246,0.39656776189804077,3,46,0.1887566680344686,0.10813678570979368,0.6600367416667221,0.16204711181771686,0.2411013072030134,0.3212598030713463
558,THA.10.12.1_1,NA,MaeChaem,ChiangMai,Tambon,28505,0.32690131664276123,0.507236123085022,0.3516060709953308,0.37387940287590027,0.3904237747192383,3,142,0.4981582178565164,0.07418546477172594,0.7137487841121093,0.1618016882226163,0.2407947919464279,0.2994699505654308
559,THA.32.15.6_1,MaeKhaning,WiangSa,Nan,Tambon,30509,0.33735939860343933,0.4881885349750519,0.35445794463157654,0.3738681375980377,0.3941936194896698,3,62,0.2032187223442263,0.11127539624231321,0.6461958867132295,0.1719159518255256,0.24075483926815572,0.31283982897294244
560,THA.32.12.2_1,NaRaiLuang,SongKwae,Nan,Tambon,19369,0.3340126574039459,0.5125269293785095,0.35108718276023865,0.3737274706363678,0.3979807496070862,3,91,0.46982291290205996,0.09940606855816174,0.7325128025609455,0.15996143403902657,0.2402559592643338,0.32627101043177115
561,THA.47.8.1_1,MaePak,WangChin,Phrae,Tambon,19730,0.33503392338752747,0.4921562075614929,0.3495432138442993,0.3737266957759857,0.40021252632141113,3,18,0.0912316269640142,0.1030280219418418,0.6602673679735738,0.1544856975225006,0.24025321119651613,0.3341860799161374
562,THA.32.5.1_1,NA,K.PhuPieng,Nan,Tambon,48304,0.3315071761608124,0.5101117491722107,0.34469643235206604,0.37355801463127136,0.4014957845211029,3,109,0.22565419012918184,0.09052029696466397,0.7239472865631216,0.13729642762810146,0.23965497797159407,0.3387371973069358
563,THA.41.1.4_1,FaiKwang,ChiangKham,Phayao,Tambon,17941,0.3323754370212555,0.49883806705474854,0.34653615951538086,0.3733476400375366,0.3981911242008209,3,6,0.03344295189788752,0.09359961264927161,0.6839648023246117,0.14382108049164624,0.2389088775590985,0.32701711084426666
564,THA.20.4.5_1,NaSai,Li,Lamphun,Tambon,21406,0.3371245563030243,0.48501497507095337,0.3494081199169159,0.37324991822242737,0.40134409070014954,3,5,0.023357937027001775,0.11044252030372914,0.6349407521863257,0.15400658246798263,0.23856230392932476,0.3381992101841702
565,THA.11.14.4_1,Mengrai,PhayaMengrai,ChiangRai,Tambon,13406,0.32868167757987976,0.4956537187099457,0.3430630564689636,0.373158723115921,0.4003714323043823,3,37,0.2759958227659257,0.08049957336247131,0.6726714062380929,0.13150360636338357,0.23823887748616904,0.3347496452085905
566,THA.23.5.4_1,PongSa,Pai,MaeHongSon,Tambon,37695,0.32895466685295105,0.5268129110336304,0.3487281799316406,0.3731321394443512,0.39695659279823303,3,172,0.45629393818808855,0.08146773879361725,0.7831785061355371,0.1515951529579832,0.23814459762103996,0.3226388046412329
567,THA.23.5.2_1,MaeNaToeng,Pai,MaeHongSon,Tambon,39997,0.3298364579677582,0.5123383402824402,0.35129377245903015,0.3730904757976532,0.39300960302352905,3,196,0.49003675275645675,0.08459503997011793,0.7318439651320927,0.160694111197182,0.23799683612838254,0.30864067565263703
568,THA.11.6.3_1,MaeChan,MaeChan,ChiangRai,Tambon,9548,0.3270712196826935,0.502479612827301,0.34483015537261963,0.37298351526260376,0.39516669511795044,3,18,0.18852115626309174,0.07478803148820662,0.6968796641184679,0.13777068071648046,0.23761749707462895,0.31629087367734704
569,THA.19.9.2_1,BanOn,Ngao,Lampang,Tambon,19474,0.3304941654205322,0.48140472173690796,0.34595561027526855,0.3723699748516083,0.3983500599861145,3,34,0.1745917633768101,0.08692762107273364,0.6221368700543367,0.14176214352672015,0.23544155583762005,0.3275807818316358
570,THA.10.8.3_1,BoSali,Hot,ChiangMai,Tambon,20236,0.3346027135848999,0.49698829650878906,0.3505310118198395,0.37231892347335815,0.4013465642929077,3,103,0.50899387230678,0.10149872220131224,0.6774045302743533,0.15798895551544082,0.23526050044640248,0.33820798286220355
571,THA.41.1.5_1,MaeLao,ChiangKham,Phayao,Tambon,11463,0.3243902921676636,0.48765993118286133,0.34173133969306946,0.37230321764945984,0.39584898948669434,3,43,0.3751199511471692,0.06528003392384026,0.6443211759870029,0.12678062903906515,0.23520479922563678,0.3187106530857155
572,THA.10.11.3_1,MaeNaWang,MaeAi,ChiangMai,Tambon,20598,0.33564430475234985,0.5055305361747742,0.3504665493965149,0.3722931146621704,0.39722055196762085,3,18,0.08738712496358869,0.10519275951774792,0.7076998640657685,0.15776033741199444,0.2351689686490911,0.32357494451281144
573,THA.20.8.2_1,ThungHuaChang,ThungHuaChang,Lamphun,Tambon,10589,0.3381251096725464,0.47101086378097534,0.34857070446014404,0.3722555637359619,0.400264173746109,3,2,0.01888752478987629,0.11399101572074473,0.5852747111278673,0.1510366610215012,0.23503579305485048,0.3343692492056763
574,THA.11.3.2_1,PongNoi,K.DoiLuang,ChiangRai,Tambon,14928,0.32411885261535645,0.4829193353652954,0.34241676330566406,0.3722352385520935,0.3966834545135498,3,50,0.334941050375134,0.06431736462832964,0.6275084970785396,0.12921150641362036,0.23496370912209485,0.3216701107355066
575,THA.11.10.1_1,MaePhrik,MaeSuai,ChiangRai,Tambon,5021,0.3302004635334015,0.48445984721183777,0.3439149558544159,0.37184959650039673,0.40385952591896057,3,3,0.059749053973312094,0.08588599767492323,0.6329719729848022,0.13452489553907207,0.23359601690822712,0.34712028387963334
576,THA.10.2.3_1,MueangKhong,ChiangDao,ChiangMai,Tambon,44945,0.3319130539894104,0.5546702146530151,0.35053715109825134,0.3718099892139435,0.39094266295433044,3,240,0.5339859828679497,0.09195975602653915,0.8819753491975061,0.15801072866815,0.2334555483647781,0.30131020474902054
577,THA.10.14.6_1,KuetChang,MaeTaeng,ChiangMai,Tambon,30030,0.3282318711280823,0.5244832634925842,0.3501483201980591,0.3715783953666687,0.38878631591796875,3,197,0.656010656010656,0.07890431999431784,0.7749163345468166,0.1566317270982634,0.232634193172045,0.2936626490972122
578,THA.10.2.7_1,ThungKhaoPhuang,ChiangDao,ChiangMai,Tambon,22104,0.33298972249031067,0.49014297127723694,0.3509928584098816,0.3715737462043762,0.39136916399002075,3,64,0.2895403546869345,0.09577819625918212,0.6531273593087045,0.15962690962968412,0.23261770476513902,0.302822804692812
579,THA.10.19.2_1,MaeSap,Samoeng,ChiangMai,Tambon,19125,0.33192506432533264,0.5052481293678284,0.3504319190979004,0.3714478015899658,0.39149579405784607,3,96,0.5019607843137255,0.09200235107771293,0.7066982990411463,0.15763751991952812,0.2321710380498527,0.3032719023911678
580,THA.75.7.2_1,HatLa,ThaPla,Uttaradit,Tambon,2282,0.3341720402240753,0.4718950390815735,0.34360164403915405,0.3713618516921997,0.40195825695991516,3,3,0.13146362839614373,0.09997132496927184,0.5884104678976531,0.13341372488649159,0.23186621391192422,0.34037737101441645
581,THA.32.13.7_1,SiPhum,ThaWangPha,Nan,Tambon,9415,0.3254760801792145,0.4962051808834076,0.34240400791168213,0.37106648087501526,0.3948442041873932,3,20,0.21242697822623471,0.0691308168007988,0.6746271849649405,0.12916626898954497,0.23081867159881422,0.31514714899061885
582,THA.11.16.2_1,PhaNgam,WiangChai,ChiangRai,Tambon,12844,0.32374057173728943,0.49301934242248535,0.33927789330482483,0.3710266053676605,0.39558449387550354,3,22,0.17128620367486766,0.0629757790587297,0.6633285041326183,0.11807940076901507,0.23067725180112064,0.3177726107056478
583,THA.32.15.12_1,YapHuaNa,WiangSa,Nan,Tambon,39250,0.3339053988456726,0.49501335620880127,0.3490438759326935,0.3709833323955536,0.3934759795665741,3,113,0.2878980891719745,0.09902567255524752,0.6704003395766264,0.15271477920384882,0.23052378278299576,0.3102946953941221
584,THA.10.19.3_1,SamoengNuea,Samoeng,ChiangMai,Tambon,14920,0.3321841359138489,0.49796104431152344,0.35119637846946716,0.37098151445388794,0.38974282145500183,3,23,0.1541554959785523,0.092921156983057,0.6808544123346812,0.16034870021148495,0.23051733539311586,0.2970549274282852
585,THA.10.10.4_1,ThaNuea,K.MaeOn,ChiangMai,Tambon,11659,0.33231815695762634,0.4910954535007477,0.3493058681488037,0.3708656430244446,0.39271295070648193,3,32,0.27446607770820824,0.09339646702059666,0.6565053688261089,0.15364394321096717,0.23010639355945914,0.3075885884581363
586,THA.32.10.11_1,Uan,Pua,Nan,Tambon,27505,0.3246481120586395,0.5175212025642395,0.3455199897289276,0.37083983421325684,0.3893301784992218,3,108,0.39265588074895474,0.06619440064270965,0.7502251565949453,0.14021720093861315,0.23001486176214775,0.2955914756204635
587,THA.10.6.2_1,MaeSun,Fang,ChiangMai,Tambon,25744,0.32829269766807556,0.4941527545452118,0.3416624963283539,0.37061595916748047,0.3972608149051666,3,55,0.21364201367308888,0.0791200433180044,0.6673481874854471,0.1265364737829574,0.22922088155267523,0.32371773834441386
588,THA.10.18.8_1,SanSai,Phrao,ChiangMai,Tambon,31270,0.32956403493881226,0.48285073041915894,0.34770992398262024,0.37049171328544617,0.3922348618507385,3,42,0.1343140390150304,0.0836288827423772,0.6272651873817604,0.1479838747608256,0.22878023944760453,0.30589303061463813
589,THA.20.4.6_1,PhaPhai,Li,Lamphun,Tambon,23391,0.33371421694755554,0.4922884702682495,0.34750932455062866,0.37039971351623535,0.393220990896225,3,22,0.0940532683510752,0.09834763966869717,0.6607364420110656,0.14727244228079905,0.22845395924171508,0.3093903696922788
590,THA.75.4.6_1,KhunFang,MuangUttaradit,Uttaradit,Tambon,6319,0.3328953683376312,0.45698773860931396,0.3464357852935791,0.3703743517398834,0.3934580385684967,3,1,0.015825288811520812,0.0954435661549236,0.53554123671296,0.1434651000143428,0.22836401286814464,0.3102310670546516
591,THA.10.6.3_1,MonPin,Fang,ChiangMai,Tambon,33035,0.32491639256477356,0.49716711044311523,0.3453497886657715,0.370192289352417,0.38861724734306335,3,46,0.13924625397305887,0.06714586627711748,0.6780386997707372,0.1396135772729718,0.22771832262590985,0.2930630418383813
592,THA.11.10.2_1,MaeSuai,MaeSuai,ChiangRai,Tambon,16105,0.3298620283603668,0.4970232844352722,0.34282711148262024,0.37018635869026184,0.39776211977005005,3,53,0.3290903446134741,0.08468572620810082,0.6775286161058125,0.1306668197129051,0.22769728933761313,0.32549563252752584
593,THA.32.15.7_1,MaeSakhon,WiangSa,Nan,Tambon,9992,0.334399938583374,0.4601428210735321,0.34605422616004944,0.3699742555618286,0.3983791768550873,3,6,0.06004803843074459,0.10077957399241301,0.5467308403919041,0.1421118880039758,0.22694505861998587,0.32768404576463034
594,THA.11.10.4_1,SiThoi,MaeSuai,ChiangRai,Tambon,24637,0.3260120451450348,0.49158886075019836,0.34398746490478516,0.3698422312736511,0.39413997530937195,3,72,0.29224337378739296,0.0710316341712932,0.658255253856464,0.1347820512698557,0.2264768301418225,0.31264957812402727
595,THA.32.6.2_1,MoMueang,MaeCharim,Nan,Tambon,3835,0.3309715986251831,0.4691370725631714,0.3431370258331299,0.36981838941574097,0.3919818103313446,3,8,0.20860495436766624,0.08862085362807841,0.5786292489752614,0.13176594114505433,0.22639227420897132,0.304995575082339
